nama,rating,jumlah_review,tipe,lat,lon,kategori,provinsi,url_gambar_1,url_gambar,url_gambar_2
Tugu Bintang Clumprit,4.4,223,Bangunan Bersejarah,-8.2302869,112.633804,Edukasi,Jawa Timur,https://pixabay.com/get/ge1b79ea39c80a45359b67173da4fb93fcc8edf37420580c07207c04efbfadd075e5cf318731ceffc2c464c6d7646840cacc4e69a5ff9a456eb7751b08cce2ac1_1280.jpg,,
Bukit Jambul,4.5,702,Tujuan Wisata,-8.4769827,115.4008564,Alam,Bali,,,
Pantai Pulau Peucang,4.9,37,Tujuan Wisata,-6.7460595,105.2626839,Alam,Banten,,,
Durian Monument,4.3,264,Taman Peringatan,-7.0505121,110.3199072,Edukasi,Jawa Tengah,,,
Gunung Pilar,4.1,76,Puncak Gunung,-6.5947222,106.2722222,Alam,Banten,,,
Funpark Taman Harapan Baru,4.5,155,Taman Rekreasi Air,-6.176547,106.995923,Taman Hiburan,DKI Jakarta,,,
Museum Monumen Pangeran Diponegoro Sasana Wiratama,4.4,2733,Museum Pusaka,-7.7871906,110.3514787,Edukasi,Daerah Istimewa Yogyakarta,,,
Saygon Waterpark,4.3,4651,Taman Rekreasi Air,-7.747967,112.738629,Taman Hiburan,Jawa Timur,,,
Play Ground Taman Rw 07,4.6,34,Arena Bermain Anak-Anak,-6.9416233,107.5889058,Taman Hiburan,Jawa Barat,https://pixabay.com/get/ga8cd500840a81d0baf41fdcade29c3b0270073714366823fae8bb40ca2330a4477de870ac3dda4a09988415ee5c2e657a91084dba5630c247eed84a5968db76d_1280.jpg,,
Water Walk Kanal Kota Tua,4.4,37,Taman Kota,-6.1353148,106.8117817,Taman Hiburan,DKI Jakarta,,,
Kebun Buah Mangunan,4.7,4575,Tujuan Wisata,-7.9413718,110.4247345,Alam,Daerah Istimewa Yogyakarta,,,
Taman Pandawa,4.3,893,Taman,-6.9092216,107.593377,Alam,Jawa Barat,,,
Sentra Oleh-Oleh Lembang,4.6,90,Toko Roti,-6.811962,107.6174976,Shopping,Jawa Barat,,,
Jawa Timur Park 1,4.5,18313,Pusat Rekreasi,-7.884152,112.5248269,Taman Hiburan,Jawa Timur,,,
Jawa Timur Park 2,4.7,50733,Kebun Binatang,-7.888021,112.5295442,Taman Hiburan,Jawa Timur,,,
Gondang Winangoen,4.3,1336,Museum,-7.7220539,110.5608005,Edukasi,Jawa Tengah,,,
Rainbow Slide,4.6,185,Taman,-6.8201715,107.6183333,Taman Hiburan,Jawa Barat,,,
Haz Oleh Oleh Semarang,4.8,29,Pusat Perbelanjaan,-7.0617239,110.417211,Shopping,Jawa Tengah,,,
Negeri Di Atas Awan Bukit Panguk,4.6,194,Tujuan Wisata,-7.9598993,110.4408943,Alam,Daerah Istimewa Yogyakarta,,,
Nusa Gede,4.7,1017,Tujuan Wisata,-8.8025715,115.2385947,Alam,Bali,https://pixabay.com/get/g5b5704fa1cfb495c25ce709dfab0dfd92c72de70de459d4909f501ac08832d9116cdd596aac18082e5201f3943d31378a875645fac84c00ab78211142cb75223_1280.jpg,,
Trans Studio Cibubur,4.5,5354,Taman Hiburan,-6.3750054,106.9019408,Taman Hiburan,DKI Jakarta,,,
Jokteng Lor,4.5,500,Bangunan Bersejarah,-7.8043646,110.3563239,Edukasi,Daerah Istimewa Yogyakarta,,,
Candi Gedong Iv,4.5,113,Tujuan Wisata,-7.2037532,110.3381353,Edukasi,Jawa Tengah,,,
Mangrove Baros,4.5,156,Taman,-8.0024241,110.2842422,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g6e40aecb59dc90aa557d2f50ebc98213e81278e6f252d13a462c59ac4c719ecb047c51bd2b0f87cab8cd36e26da5a54169528fa17d8e487309f17b32d7a81e80_1280.jpg,,
Puri Agung Jrokuta Denpasar,4.6,366,Kastel,-8.6519774,115.2109577,Edukasi,Bali,,,
Pantai Pajagan Cisolok,4.5,111,Pantai,-6.9529303,106.441431,Alam,Jawa Barat,,,
Grand Puri Water Park,4.2,3614,Taman Rekreasi Air,-7.8777881,110.3527371,Taman Hiburan,Daerah Istimewa Yogyakarta,,,
Tugu Pakuning Jawi,4.6,54,Monumen,-7.4962696,110.2182351,Edukasi,Jawa Tengah,,,
Kampung Turis Water & Adventure Park,4.4,740,Tujuan Wisata,-6.5451502,107.234365,Alam,Jawa Barat,,,
Pantai Dewi-Dewi,4.2,879,Area Rekreasi Alam,-6.8871247,109.7701295,Alam,Jawa Tengah,,,
De Karanganjar Koffieplantage,4.5,2980,Tujuan Wisata,-7.9970098,112.2404268,Edukasi,Jawa Timur,,,
Pasir Datar Galunggung,4.6,213,Area Rekreasi Alam,-7.2545697,108.093311,Alam,Jawa Barat,,,
Bukit Guungan,4.4,110,Tujuan Wisata,-8.5035769,115.5715461,Alam,Bali,,,
Umbul Pelem Waterpark,4.5,5748,Taman Rekreasi Air,-7.592262,110.6493485,Taman Hiburan,Jawa Tengah,,,
Thamrin City,4.4,31531,Pusat Perbelanjaan,-6.1939374,106.8161005,Shopping,DKI Jakarta,,,
Superpark Puri Indah Mall,4.3,135,Taman bermain,-6.1874146,106.7330111,Taman Hiburan,DKI Jakarta,,,
Jembatan Cinta Bukit Kuneer,4.6,113,Tujuan Wisata,-7.8134559,112.633615,Alam,Jawa Timur,,,
Tirta Nirwana Songgoriti,4.3,633,Taman Rekreasi Air,-7.865754,112.4932518,Taman Hiburan,Jawa Timur,,,
Pantai Siung,4.6,2230,Tujuan Wisata,-8.1817865,110.6832504,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gb2668f94cfe5a8e81d9d4c137e4de277acf447a6e52bc1bac88eed3f15a8f7e46399867caa61db5a2eac90548e6e4f115005a2f1aab0e2eb61723f0d3568ccc3_1280.jpg,,
Gunung Pinang,4.1,1304,Tujuan Wisata,-6.0573455,106.1011519,Alam,Banten,,,
Air Mancur Masjid Istiqlal,4.6,54,Taman Rekreasi Air,-6.1718983,106.8305203,Taman Hiburan,DKI Jakarta,,,
Rptra Kko,4.7,75,Taman bermain,-6.2994771,106.8130187,Taman Hiburan,DKI Jakarta,,,
Jembatan Merah Hutan Mangrove,4.4,1364,Tujuan Wisata,-6.6991602,111.3880882,Alam,Jawa Tengah,,,
Pantai Setrojenar,4.6,1501,Tujuan Wisata,-7.7910344,109.6633387,Alam,Jawa Tengah,,,
Garuda Waterland,4.1,1196,Taman Rekreasi Air,-6.4784585,106.7557207,Taman Hiburan,DKI Jakarta,,,
Wisata Bahari Lamongan (Wbl),4.6,5349,Taman Hiburan,-6.8667365,112.3608866,Taman Hiburan,Jawa Timur,,,
Toko Oleh-Oleh Mm Snacks,4.4,40,Toko Kue,-6.2694061,106.7348732,Shopping,DKI Jakarta,,,
Gunung Catur,4.9,53,Puncak Gunung,-8.247571,115.1859928,Alam,Bali,https://pixabay.com/get/gd4f145a832b5fff0d4593a3cb14ef5e641c2e594c9c269e8bf156a52c52afc271bf2185e8149cd22cb81d5de77ec5f9bcb807e4423c87569a9c5f6b2decc9b5a_1280.jpg,,
Muara Mundu,4.5,66,Taman,-6.7534297,108.5960183,Alam,Jawa Barat,,,
Tugu Kuntskring Palais Jakarta,4.6,4466,Tujuan Wisata,-6.1888649,106.8334301,Edukasi,DKI Jakarta,,,
"Wisata Snorkeling Pantai Sadranan ""Slulup Adventure""",4.6,130,Tujuan Wisata,-8.1448083,110.6029674,Alam,Jawa Tengah,,,
Sari Barokah Oleh-Oleh - Lembang,4.2,308,Pusat Perbelanjaan,-6.8120544,107.623878,Shopping,Jawa Barat,,,
Taman Satwa,4.1,64,Kebun Binatang,-6.9943298,109.128997,Taman Hiburan,Jawa Tengah,,,
Kolam Lumba-Lumba Taman Safari Prigen,4.6,2401,Taman Margasatwa dan Safari,-7.7566479,112.6643701,Taman Hiburan,Jawa Timur,,,
Pusat Kebudayaan Bali (Pkb),4.6,54,Pusat kebudayaan,-8.5650978,115.427548,Edukasi,Bali,,,
Puspa Iptek Sundial,4.5,3956,Museum Sains,-6.8521886,107.4939133,Edukasi,Jawa Barat,,,
Pantai Pungkruk,4.1,939,Tujuan Wisata,-6.5365941,110.6670204,Alam,Jawa Tengah,,,
Perbasi Pengurus Provinsi Jawa Tengah,4.2,20,Rumah Berhantu,-6.963027,110.3909975,Taman Hiburan,Jawa Tengah,,,
Pantai Berok Anyer,4.2,282,Area Rekreasi Alam,-6.053446,105.9189028,Alam,Banten,https://www.lamudi.co.id/journal/wp-content/uploads/2022/10/beautiful-1.jpg,,
Kebun Binatang Mini Linggo Asri,3.9,15,Kebun Binatang,-7.1059251,109.5882606,Taman Hiburan,Jawa Tengah,,,
Wisata Selecta,4.8,38,Taman bermain,-7.8202298,112.5265722,Taman Hiburan,Jawa Timur,,,
Pusat Oleh Oleh Djoe,4.9,66,Toko Roti,-6.9906392,110.3961337,Shopping,Jawa Tengah,,,
Gama Pusat Oleh-Oleh & Camilan,4.6,107,Pusat Perbelanjaan,-6.9083665,109.7338796,Shopping,Jawa Tengah,,,
Pusat Oleh Oleh Hc Putra Kota Batu,4.4,178,Pusat Perbelanjaan,-7.8834924,112.5284612,Shopping,Jawa Timur,,,
Wonderland Lippo Plaza Batu,4.6,77,Arena Bermain Anak-Anak,-7.878983,112.5348935,Taman Hiburan,Jawa Timur,https://pixabay.com/get/g03bb41760913e95bc470c942e8c56e098de7f5db57e81f1209727cd119490a629137f9e8a23ffe715f09a52e4809a068ca65869d1f2443ed88dcd89c27345a29_1280.jpg,,
Safari Malam,4.7,53,Kebun Binatang,-6.7199119,106.9514165,Taman Hiburan,Jawa Barat,,,
Tegal Simbah,4.3,791,Taman bermain,-7.7724291,111.0980023,Taman Hiburan,Jawa Tengah,,,
Wuffyspace Raya Bintaro - Playground Cafe,4.6,978,Taman bermain,-6.3106589,106.7233047,Taman Hiburan,Banten,,,
Taman Teletubies Sayang Heulang,4.5,817,Taman,-7.6638501,107.7046114,Alam,Jawa Barat,,,
Negeri Di Atas Awan Citorek,4.7,3351,Tujuan Wisata,-6.7420294,106.3320079,Alam,Banten,,,
Pantai Jambu,4.1,205,Pantai,-6.1879111,105.8416896,Alam,Banten,https://pixabay.com/get/g10cc6b64ea42b9658c1910b7993eb4740870c4486145c3e0d3d79366d92fbe60374b28e31ed62203ee547e7cdca09d3bf1848fb799eb9951a28f0a5071c52ad9_1280.jpg,https://images.pexels.com/photos/11666424/pexels-photo-11666424.jpeg,https://images.unsplash.com/photo-1595323264810-3dd19b1be56f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHwxM3x8UGFudGFpJTIwSmFtYnV8ZW58MHwwfHx8MTc0ODk0ODY0OXww&ixlib=rb-4.1.0&q=80&w=1080
Pantai Cangkring,4.6,1578,Tujuan Wisata,-7.9948263,110.2391995,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gaae100b1d3fa70de4438f4c47836b4f7d36d43fc7f52595b265e51285673d8cd0232ce24a93de992caad61f03249552b3c5e00dcf7a3ee68d4cd8cd1ca7dd45b_1280.jpg,,
Taman Pantai Alam Indah (Pai) Tegal,3.9,52,Taman,-6.8498976,109.142396,Alam,Jawa Tengah,,,
Kebun Kelinci Serang (Weekend Only),4.8,172,Peternakan wisata,-6.1507823,106.1780768,Taman Hiburan,Banten,,,
Pantai Batu Mejan,4.5,117,Pantai,-8.6547265,115.1250991,Alam,Bali,https://pixabay.com/get/g5f8916188f424a30a661f846f82992aa269baf513cfa9e4435546e9a5b649dcec883d560502f8100678ca9ba245c4aa39ae002dcbde1a449af23071fbcff72b7_1280.jpg,,
Museum Perjuangan,4.5,1180,Museum,-7.8164255,110.3718187,Edukasi,Daerah Istimewa Yogyakarta,,,
Merbabu Park,4.4,1114,Tujuan Wisata,-7.4116928,110.4189699,Alam,Jawa Tengah,,,
Pantai Sumur Pandeglang Banten,4.4,45,Tujuan Wisata,-6.7801715,105.503314,Alam,Banten,https://pixabay.com/get/gc81b5f16468a55fc2c0b13d6934ea49e00223f30cd6024d538b70e5ef13b7664f944f983cfb3e56a39c16d1fb9d79202330aa9043369b75b3db74093970f8743_1280.jpg,,
Din,4.7,143,Taman Rekreasi Air,-7.6699209,112.6076126,Taman Hiburan,Jawa Timur,,,
Tugu Lapangan Banteng,4.5,29,Taman,-6.170334,106.8349234,Alam,DKI Jakarta,,,
The World Landmarks - Merapi Park Yogyakarta,4.3,18453,Tujuan Wisata,-7.6209046,110.4216275,Edukasi,Daerah Istimewa Yogyakarta,,,
Candi Risan,4.4,145,Tujuan Wisata,-7.8279833,110.7550563,Edukasi,Daerah Istimewa Yogyakarta,,,
Monumen Medan Laga Rejodani,4.4,286,Monumen,-7.714347,110.385166,Edukasi,Jawa Tengah,,,
Wisata Mangrove Sibat,4,230,Tujuan Wisata,-6.7108642,110.6204849,Alam,Jawa Tengah,,,
Rptra Delas,4.6,187,Taman bermain,-6.2464569,106.7713755,Taman Hiburan,DKI Jakarta,,,
Cas Water Park Cikole,4.2,5623,Pusat Hiburan,-6.3360957,106.0976987,Taman Hiburan,Banten,https://pixabay.com/get/g75af647964f6b7a989b6d12e4be8176a0c2e15b08c11dcc2c2fc8d889d7c3baa0ea4a1947193e312cb77b37e15cd7543e2dd632b4dbb815a2941b1d5300dfebc_1280.jpg,,
Sri Sanghyang Sirah,4.5,188,Tujuan Wisata,-6.835599,105.2414261,Alam,Banten,,,
Gedung Perundingan Linggarjati,4.6,4811,Tempat Bersejarah,-6.8812224,108.4747801,Edukasi,Jawa Barat,,,
Museum Pustaka Peranakan Tionghoa,4.7,138,Museum Pusaka,-6.2889023,106.6639739,Edukasi,Banten,,,
Pantai Pulau Tinjil,4.7,67,Tujuan Wisata,-6.9493742,105.8121324,Alam,Banten,https://pixabay.com/get/g7914318553f9af2db25e6366a4a2256443becc7a4c049816e54b59be8c45b209886c220898fe821a0e5f000215114e90cf556b2e5c3076cf51e303d081933646_1280.jpg,,
Pantai Muara Indah Asemdoyong,4.3,324,Tujuan Wisata,-6.8502062,109.4127932,Alam,Jawa Tengah,,,
Gunung Blego,4.3,48,Puncak Gunung,-7.7591667,111.2936111,Alam,Jawa Tengah,https://pixabay.com/get/g94d292241b25eee12652386b348a7a23eef49a67c7050c6855066a1265038979ecd73a029f2eaeb0dcac1991a254c5e493374fd5b2af8a3c6fb8e9471ceba3ec_1280.jpg,,
Monumen Nasional,4.6,117413,Monumen,-6.1753924,106.8271528,Edukasi,DKI Jakarta,,,
Pantai Palangpang Geopark Ciletuh Sukabumi,4.5,1790,Tujuan Wisata,-7.1801068,106.463178,Alam,Jawa Barat,,,
Jembar Waterpark Majalengka,4.2,3862,Taman Rekreasi Air,-6.7776915,108.2414427,Taman Hiburan,Jawa Barat,,,
Watu Papal,4.2,633,Tujuan Wisata,-7.789479,110.5185664,Edukasi,Daerah Istimewa Yogyakarta,,,
Taman Burung Tmii,4.6,2564,Kebun Binatang,-6.3006394,106.9036959,Taman Hiburan,Banten,https://pixabay.com/get/g94c6e0f016aa5342dba50bb09612b5490d700d2a3adfc054fa99ea4181cad04e3a126c7118f4008814c5d793642763b446598fb1da57e9434411ec18e6172304_1280.jpg,,
Splash Waterpark Tulungagung,4.2,1264,Taman Rekreasi Air,-8.117476,111.952948,Taman Hiburan,Jawa Timur,,,
Taman Gajah,4.4,281,Taman bermain,-6.2722353,106.7324238,Taman Hiburan,Banten,https://pixabay.com/get/gfbab1e09f7c56770d1443775412c73523b1cb7e986975e4888a88945be53218a8f5f1c7a088e68243c578e455e27fede6177d1c53baad49b5d4794caedf6fbae_1280.jpg,,
Oleh Oleh 52 Semarang,4.5,1061,Toko Suvenir,-6.981151,110.3999909,Shopping,Jawa Tengah,,,
Kampung Main Cipulir,4.3,4619,Taman bermain,-6.2324511,106.7658076,Taman Hiburan,DKI Jakarta,,,
Tugu Sumber Tempur (ꦠꦸꦒꦸꦱꦸꦩ꧀ꦧꦼꦂꦠꦼꦩ꧀ꦥꦸꦂ),4.6,46,Bangunan Bersejarah,-8.0414521,112.4859591,Edukasi,Jawa Timur,,,
Pantai Timur Pangandaran,4.7,7870,Tujuan Wisata,-7.7022633,108.6583209,Alam,Jawa Barat,,,
Keraton Surosowan,4.7,1100,Bangunan Bersejarah,-6.0386699,106.1570776,Edukasi,Banten,,,
Museum Tekstil Jakarta,4.5,2998,Museum,-6.1882117,106.8097432,Edukasi,DKI Jakarta,,,
Pandora Experience Kelapa Gading,4.6,481,Taman bermain,-6.1528867,106.8915962,Taman Hiburan,DKI Jakarta,,,
Pura Batu Kursi,4.7,472,Tujuan Wisata,-8.1582127,114.6625892,Alam,Bali,,,
Pia Cap Mangkok: Toko Oleh-Oleh Khas Malang,4.5,1425,Toko Kue,-7.9765496,112.6284442,Shopping,Jawa Timur,,,
Taman Bermain Anak Monumen Banjarsari,4.5,102,Taman bermain,-7.560352,110.82603,Taman Hiburan,Jawa Tengah,,,
Pantai Pal Anyer,4.4,279,Tujuan Wisata,-6.0775227,105.8833545,Alam,Banten,https://pixabay.com/get/gbce55e0b782d280ec122f0a0b27f4786d8487a879ad8ae48be21cb2cda0baecd298257ce7d2515abc1c2c16c49ed0421a897128d1158e1adb7bdf47b32e63c82_1280.jpg,https://images.pexels.com/photos/5345067/pexels-photo-5345067.jpeg,https://images.unsplash.com/photo-1580110574243-78bdf1dd0b2b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w3NTkzODB8MHwxfHNlYXJjaHw4fHxQYW50YWklMjBQYWwlMjBBbnllcnxlbnwwfDB8fHwxNzQ4OTQ4NjUxfDA&ixlib=rb-4.1.0&q=80&w=1080
Pasir Berbisik,4.8,1686,Tujuan Wisata,-7.9379202,112.9704424,Alam,Jawa Timur,,,
Jepara Ourland Park,4.3,5510,Taman Rekreasi Air,-6.5470222,110.66276,Taman Hiburan,Jawa Tengah,,,
Bukit Payang,4.7,99,Tujuan Wisata,-8.269111,115.361449,Alam,Bali,,,
The Taman Dayu Waterpark,4.4,1747,Taman Rekreasi Air,-7.7020608,112.6717016,Taman Hiburan,Jawa Timur,https://pixabay.com/get/gb3e095cd8843d9b06a97248c18fffa953f22f7220241be3595e79d18b1f42718745c0ed16b67f22afccf4cb96bba1172900968f2130809156015ef7d5aa6fb9f_1280.jpg,,
Oleh-Oleh Kaos Khas Jogja,4.5,86,Pusat Perbelanjaan,-7.7932796,110.3660767,Shopping,Daerah Istimewa Yogyakarta,,,
Watu Goyang,4.4,1609,Tujuan Wisata,-7.9274086,110.4120586,Alam,Daerah Istimewa Yogyakarta,,,
Kidzoona - Æon Mall Jgc,4.5,504,Taman Bermain Dalam Ruangan,-6.172429,106.9521673,Taman Hiburan,DKI Jakarta,,,
Amazon Waterland,3.6,1014,Taman Rekreasi Air,-6.7107246,111.2032639,Taman Hiburan,Jawa Tengah,,,
Tari Kecak Melasti,4.8,985,Teater Seni Pertunjukan,-8.8481756,115.1629564,Edukasi,Bali,,,
Museum Keris Nusantara,4.7,2514,Museum Pusaka,-7.5690312,110.8108078,Edukasi,Jawa Tengah,https://pixabay.com/get/gbcc3671a4051ac36a65cc61c9e25b88bb73f8be9652790927d994ed75061a28cbd1f05a9046b66b474c52277fd7367ee228570acb272ed1c80cca8fa152cb229_1280.jpg,,
Taman Burung Purbasari,4.4,42,Kebun Binatang,-7.3756824,109.3116624,Taman Hiburan,Jawa Tengah,,,
Karang Kurnia Tuban,4.4,1569,Toko Suvenir,-8.757188,115.179163,Shopping,Bali,,,
Patung Kemang Pratama,4.4,41,Monumen,-6.2700511,106.9869199,Edukasi,Jawa Barat,https://pixabay.com/get/g46328cdc8b6d4caad9fec51b4f0d18947df98a634928019f93ce56e06fc19fc961d1bdbf4433f19c4f52d0c5a97fafb7ea149db6aeaf51181c331f89cabd313c_1280.jpg,,
Pantai Muara Indah Cikaso,4.4,230,Tujuan Wisata,-7.4221045,106.6817918,Alam,Jawa Barat,,,
Ganesha Oleh - Oleh Bali,4.7,32,Toko Pie,-8.7617372,115.1786558,Shopping,Bali,,,
Taman Waterboom Celosia Bandungan,4.4,27070,Taman Rekreasi Air,-7.225245,110.3460936,Taman Hiburan,Jawa Tengah,,,
Taman Petruk,4.2,81,Tujuan Wisata,-7.5069952,110.5022151,Alam,Jawa Tengah,,,
Muara Citepus Palabuhanratu,4.7,62,Tujuan Wisata,-6.9721883,106.5254787,Alam,Jawa Barat,,,
New Wisata Wendit By Nicole’S,3.9,52,Taman Rekreasi Air,-7.952657,112.674464,Taman Hiburan,Jawa Timur,,,
Balong Waterpark,4.2,3137,Taman Rekreasi Air,-7.8434924,110.4103899,Taman Hiburan,Daerah Istimewa Yogyakarta,https://pixabay.com/get/g0d38956d6f43e21bf86c391dcbc0a005dec3f8a5bed18b63eb9ef75d18b8b74c5c78d68eb7546d696543ed9c752240e02ba8764d183c3aac0dff8296232be9a7_1280.jpg,,
Irons Waterpark,4.6,142,Taman Rekreasi Air,-6.8272727,110.8832026,Taman Hiburan,Jawa Tengah,,,
Wahana Bermain Rainbow Adventure Park Pondok Gede,4.3,1474,Taman Hiburan,-6.2956143,106.9217398,Taman Hiburan,Jawa Barat,https://pixabay.com/get/g7c7d8a96e4d1622866f061fb0f39f09983ed19d63045d0a23db983ed88e1acfed9aa83fd4e9c792539c0c639b04e9aa653aef7aaae653731d27c62025a1a0f6a_1280.jpg,,
Romlah Oleh-Oleh Jakarta,4.6,611,Toko Suvenir,-6.3013861,106.8467027,Shopping,DKI Jakarta,,,
Pantai Rancah Babakan,4.5,40,Pantai,-7.7020861,108.7835657,Alam,Jawa Tengah,,,
Rumah Talas Bogor - Lapis Talas & Pusat Oleh Oleh Khas Bogor,4.8,213,Toko Kue,-6.6030974,106.806224,Shopping,Jawa Barat,,,
Oleh Oleh Jogja Bakpia Kukus Tugu Jogja Malio17 Pendopo Malioboro,4.8,69,Toko Suvenir,-7.789978,110.3650243,Shopping,Daerah Istimewa Yogyakarta,,,
Pantai Nusawere,4.3,29,Tujuan Wisata,-7.695348,108.7786331,Alam,Jawa Tengah,,,
Kampung Tulung,4.5,298,Bangunan Bersejarah,-7.4675793,110.2168068,Edukasi,Jawa Tengah,,,
Mercusuar Pantai Pandansari,4.5,545,Tujuan Wisata,-7.9996279,110.252968,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gc43b537a01f890ba32fc59032ab762888b06e96c0b3a8371426274693bcbe0aa26d08fcd7e1fb180bd2fc0b20019e4bfff6ad8c5f5de0620ec6f0b8f75690937_1280.jpg,,
Royale Krakatau Garden,4.2,268,Taman,-6.0054118,106.0414372,Taman Hiburan,Banten,https://pixabay.com/get/ge5ef1f6176866eb94eb0f3f66f95cdf7bd2ce4480c163a59dce2d03622cf65708faa3e3043dbaf486f3f240162b2f5db0a83210aa9c8e078295909fcfb1937f2_1280.jpg,,
"Pie Susu-Pie Kacang ""Bali"" | Pia Bali Khas Tabanan | Toko Oleh-Oleh Khas Tabanan",4.5,57,Toko Roti,-8.5476997,115.1242637,Shopping,Bali,,,
Superpark Pondok Indah Mall,4.6,162,Taman Bermain Dalam Ruangan,-6.2677154,106.7840097,Taman Hiburan,DKI Jakarta,,,
Playtopia Malang Town Square,4.9,76,Taman bermain,-7.9573635,112.6181349,Taman Hiburan,Jawa Timur,,,
Monumen Puputan Klungkung,4.7,828,Monumen,-8.5348317,115.403407,Edukasi,Bali,,,
Monumen Carangsari,4.6,38,Monumen,-8.441793,115.2231881,Edukasi,Bali,,,
Gunung Semeru,4.8,20,Puncak Gunung,-8.1000139,112.9166854,Alam,Jawa Timur,,,
Pantai Ciparanti,4.4,267,Pantai,-7.8171357,108.409484,Alam,Jawa Barat,,,
Tugu Pal Gamping,4.5,306,Bangunan Bersejarah,-7.8003024,110.3260304,Edukasi,Daerah Istimewa Yogyakarta,,,
Pantai Pasir Putih Pik2,4.2,2835,Tujuan Wisata,-6.0745483,106.7172717,Alam,Banten,https://pixabay.com/get/ga5ce805dd7d47d55bdcfd521fdd3c480e2901bacd7e471356f02af07d5e066f495a642b8a187dc68809ac21ff2658a7432e2d7af6c38186ece115fbeffe25ec6_1280.jpg,https://images.pexels.com/photos/11666424/pexels-photo-11666424.jpeg,
Waterland Mojokerto,4.1,2611,Taman Rekreasi Air,-7.514906,112.423062,Taman Hiburan,Jawa Tengah,,,
Museum Diponegoro,4.5,584,Museum,-7.4747701,110.2128867,Edukasi,Jawa Tengah,https://pixabay.com/get/g382c0d50583f011515c37edb012ea1479f6ea3f13df9f0bce6bbab81bf6992e2183fddcbc17948f49db0c7e8036138b83257ad149d420f99f0452b16b7c07f9d_1280.jpg,,
The Legend Star - Jawa Timur Park 3,4.7,2122,Pusat Rekreasi,-7.8992846,112.5522486,Taman Hiburan,Jawa Timur,,,
Tugu Sebani,4.2,20,Bangunan Bersejarah,-7.5194666,112.3142101,Edukasi,Jawa Timur,https://pixabay.com/get/gf0bca7902a6e00b896a80f54a43df7cf27b46817142cf40b0b0e2f50f7c39282760fc382b36208ce2d7b464b7ca3c73d9a3f7765978bf8ac70d94ec9bdb20d60_1280.jpg,,
Kampung Souvenir - Pusat Daster Dan Oleh Oleh Khas Bali,4.8,447,Toko Suvenir,-8.7063578,115.2382615,Shopping,Bali,,,
Museum Soesilo Soedarman,4.5,1174,Museum,-7.6005253,109.212001,Edukasi,Jawa Tengah,,,
Tugu Monas Kaliwungu,4.3,100,Bangunan Bersejarah,-6.7681509,110.7964613,Edukasi,Jawa Tengah,,,
Pura Bukit Sangkan Gunung,4.1,60,Tujuan Wisata,-8.4671091,115.4304066,Alam,Bali,,,
Pantai Jatimalang,4.5,1156,Pantai,-7.8798381,109.9829923,Alam,Jawa Tengah,,,
Kranggan Waterpark,4.2,1737,Taman Rekreasi Air,-6.3634347,106.9338785,Taman Hiburan,DKI Jakarta,,,
Pantai Cijeruk Indah,4.3,688,Pantai,-7.706096,107.8356724,Alam,Jawa Barat,,,
Bali Swalayan,4.8,53,Pusat Perbelanjaan,-8.7049988,115.2060283,Shopping,Bali,,,
Temple Of Terror Taman Safari Prigen,4.6,60,Taman Hiburan,-7.7586866,112.6631631,Taman Hiburan,Jawa Timur,https://pixabay.com/get/g5b54728ee505010ecad1a43bd2486610c80aaf77523d0d963e683b6b3776609fd25c443e94b3221b5668b3bfce6b8f23d37b1249d70343996d2d8c954b4297d4_1280.jpg,,
Oleh Oleh Sowan | Wisata Belanja Oleh Oleh,4.3,166,Toko Suvenir,-6.1376444,106.8683953,Shopping,DKI Jakarta,,,
Pantai Sadranan,4.7,4526,Tujuan Wisata,-8.145668,110.6043914,Alam,Daerah Istimewa Yogyakarta,https://pixabay.com/get/gec54085115d849951af9fd8dd2c94424fcf0cd1dd183241983fb4e0398b5e2051df9d82b315ac8b0098ab1925692436645c5a1d7c8a999facd300a5ceaea2e19_1280.jpg,,
Gunung Merbabu,4.6,2911,Gunung berapi,-7.455,110.44,Alam,Jawa Tengah,https://pixabay.com/get/g606483dace15bb22d0c2b5d52e46ba69ef740cd30f5486a917bc62d32ea959577ebd76aa2677d17ba34fa402d87267079154b039f2969e06cec317ace28b0089_1280.jpg,,
Pantai Bletok,4.3,2880,Taman,-7.7301979,113.7915235,Alam,Jawa Timur,,,
Patung Catur Muka,4.7,673,Patung,-8.6559667,115.2169412,Edukasi,Bali,,,
Pantai Nusa Dua,4.5,1078,Pantai,-8.7957616,115.2328213,Alam,Bali,,,
Pusat Oleh Oleh Khas Batu Malang,4.1,28,Pusat Perbelanjaan,-7.876214,112.531877,Shopping,Jawa Timur,,,
Bukit Isis,4.5,66,Tujuan Wisata,-7.6450337,110.1434925,Alam,Daerah Istimewa Yogyakarta,,,
Pusat Oleh-Oleh Wong Jogja,4.6,33,Toko Suvenir,-7.7910466,110.3535175,Shopping,Daerah Istimewa Yogyakarta,,,
